country_of_birth,country_of_destination,education_level,sex,number,Country_origin,origin_Education,origin_Jobs,origin_Income,origin_Safety,origin_Health,origin_Environment,origin_Civic engagement,origin_Accessibility to services,origin_Housing,origin_Community,origin_Life satisfaction,origin_PR rating,origin_CL rating,Country_dest,dest_Education,dest_Jobs,dest_Income,dest_Safety,dest_Health,dest_Environment,dest_Civic engagement,dest_Accessibility to services,dest_Housing,dest_Community,dest_Life satisfaction,dest_PR rating,dest_CL rating,diff_Education,diff_Jobs,diff_Income,diff_Safety,diff_Health,diff_Environment,diff_Civic engagement,diff_Accessibility to services,diff_Housing,diff_Community,diff_Life satisfaction,diff_PR rating,diff_CL rating
AUS,ESP,ISCED 5/6/7/8,Female,7306.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Spain,0.4351851851851851,0.2596561113352159,0.38027742866452546,0.9880952380952379,0.7957359307359312,0.75,0.5553563424473332,0.908129405064398,0.7194244604316546,0.7901234567901239,0.5384615384615387,1.0,1.0,-0.38703703703703707,-0.5697105687777329,-0.22378159474933662,0.01190476190476164,-0.10309523809523802,-0.078125,-0.4167476221730414,0.4070605134031653,-0.21582733812949617,-0.08024691358024671,-0.3076923076923077,0.0,0.0
AUS,ESP,ISCED 5/6/7/8,Male,7461.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Spain,0.4351851851851851,0.2596561113352159,0.38027742866452546,0.9880952380952379,0.7957359307359312,0.75,0.5553563424473332,0.908129405064398,0.7194244604316546,0.7901234567901239,0.5384615384615387,1.0,1.0,-0.38703703703703707,-0.5697105687777329,-0.22378159474933662,0.01190476190476164,-0.10309523809523802,-0.078125,-0.4167476221730414,0.4070605134031653,-0.21582733812949617,-0.08024691358024671,-0.3076923076923077,0.0,0.0
AUS,EST,ISCED 5/6/7/8,Female,80.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Estonia,0.9092592592592592,0.7676986688180718,0.28839082064888516,0.9325396825396826,0.4482251082251086,0.9322916666666666,0.41640519946212473,0.5713048353543942,0.5035971223021583,0.8271604938271604,0.4615384615384617,1.0,1.0,0.08703703703703702,-0.06166801129487698,-0.3156682027649769,-0.04365079365079372,-0.4506060606060606,0.10416666666666663,-0.5556987651582499,0.07023594369316155,-0.43165467625899256,-0.04320987654321018,-0.3846153846153847,0.0,0.0
AUS,EST,ISCED 5/6/7/8,Male,336.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Estonia,0.9092592592592592,0.7676986688180718,0.28839082064888516,0.9325396825396826,0.4482251082251086,0.9322916666666666,0.41640519946212473,0.5713048353543942,0.5035971223021583,0.8271604938271604,0.4615384615384617,1.0,1.0,0.08703703703703702,-0.06166801129487698,-0.3156682027649769,-0.04365079365079372,-0.4506060606060606,0.10416666666666663,-0.5556987651582499,0.07023594369316155,-0.43165467625899256,-0.04320987654321018,-0.3846153846153847,0.0,0.0
AUS,FRA,ISCED 5/6/7/8,Female,12183.185976743698,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,France,0.774074074074074,0.5968636546994757,0.444118605408928,0.9603174603174602,0.7812987012987012,0.7604166666666666,0.7324069923800987,0.8551005570062905,0.5755395683453237,0.8395061728395066,0.653846153846154,1.0,0.8571428571428571,-0.04814814814814816,-0.23250302541347312,-0.15994041800493408,-0.01587301587301604,-0.11753246753246804,-0.06770833333333337,-0.23969697224027597,0.3540316653450578,-0.3597122302158271,-0.030864197530864,-0.1923076923076924,0.0,-0.1428571428571429
AUS,FRA,ISCED 5/6/7/8,Male,8907.877891540527,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,France,0.774074074074074,0.5968636546994757,0.444118605408928,0.9603174603174602,0.7812987012987012,0.7604166666666666,0.7324069923800987,0.8551005570062905,0.5755395683453237,0.8395061728395066,0.653846153846154,1.0,0.8571428571428571,-0.04814814814814816,-0.23250302541347312,-0.15994041800493408,-0.01587301587301604,-0.11753246753246804,-0.06770833333333337,-0.23969697224027597,0.3540316653450578,-0.3597122302158271,-0.030864197530864,-0.1923076923076924,0.0,-0.1428571428571429
AUS,GRC,ISCED 5/6/7/8,Female,14058.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Greece,0.7296296296296295,0.16301936264622838,0.2673509286412512,0.9841269841269842,0.6380303030303034,0.5052083333333334,0.2837292693859257,0.37740805604203154,0.21582733812949645,0.1172839506172835,0.26923076923076933,1.0,0.8571428571428571,-0.09259259259259267,-0.6663473174667204,-0.3367080947726109,0.007936507936507908,-0.2608008658008658,-0.32291666666666663,-0.6883746952344489,-0.12366083561920116,-0.7194244604316544,-0.7530864197530871,-0.5769230769230771,0.0,-0.1428571428571429
AUS,GRC,ISCED 5/6/7/8,Male,11967.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Greece,0.7296296296296295,0.16301936264622838,0.2673509286412512,0.9841269841269842,0.6380303030303034,0.5052083333333334,0.2837292693859257,0.37740805604203154,0.21582733812949645,0.1172839506172835,0.26923076923076933,1.0,0.8571428571428571,-0.09259259259259267,-0.6663473174667204,-0.3367080947726109,0.007936507936507908,-0.2608008658008658,-0.32291666666666663,-0.6883746952344489,-0.12366083561920116,-0.7194244604316544,-0.7530864197530871,-0.5769230769230771,0.0,-0.1428571428571429
AUS,HUN,ISCED 5/6/7/8,Female,534.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Hungary,0.8499999999999999,0.842048204921339,0.27112135176651303,0.9841269841269842,0.04480519480519531,0.5208333333333334,0.5515463917525775,0.8274560798973809,0.4316546762589929,0.8148148148148147,0.3846153846153847,0.7142857142857143,0.7142857142857143,0.02777777777777768,0.012681524808390243,-0.33293767164734905,0.007936507936507908,-0.8540259740259739,-0.30729166666666663,-0.42055757286779716,0.3263871882361482,-0.5035971223021579,-0.05555555555555591,-0.4615384615384617,-0.2857142857142857,-0.2857142857142857
AUS,HUN,ISCED 5/6/7/8,Male,813.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Hungary,0.8499999999999999,0.842048204921339,0.27112135176651303,0.9841269841269842,0.04480519480519531,0.5208333333333334,0.5515463917525775,0.8274560798973809,0.4316546762589929,0.8148148148148147,0.3846153846153847,0.7142857142857143,0.7142857142857143,0.02777777777777768,0.012681524808390243,-0.33293767164734905,0.007936507936507908,-0.8540259740259739,-0.30729166666666663,-0.42055757286779716,0.3263871882361482,-0.5035971223021579,-0.05555555555555591,-0.4615384615384617,-0.2857142857142857,-0.2857142857142857
AUS,ITA,ISCED 5/6/7/8,Female,7941.999962314963,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Italy,0.412962962962963,0.377672448567971,0.39566168598426665,0.9920634920634921,0.8109523809523813,0.5104166666666666,0.6234872254594352,0.5989191279104686,0.2877697841726618,0.567901234567901,0.5384615384615387,1.0,1.0,-0.4092592592592592,-0.4516942315449778,-0.20839733742959543,0.015873015873015817,-0.08787878787878789,-0.31770833333333337,-0.3486167391609394,0.09785023624923594,-0.647482014388489,-0.3024691358024696,-0.3076923076923077,0.0,0.0
AUS,ITA,ISCED 5/6/7/8,Male,5393.999992519617,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Italy,0.412962962962963,0.377672448567971,0.39566168598426665,0.9920634920634921,0.8109523809523813,0.5104166666666666,0.6234872254594352,0.5989191279104686,0.2877697841726618,0.567901234567901,0.5384615384615387,1.0,1.0,-0.4092592592592592,-0.4516942315449778,-0.20839733742959543,0.015873015873015817,-0.08787878787878789,-0.31770833333333337,-0.3486167391609394,0.09785023624923594,-0.647482014388489,-0.3024691358024696,-0.3076923076923077,0.0,0.0
AUS,LTU,ISCED 5/6/7/8,Female,22.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Lithuania,1.0,0.7199727712787415,0.35167341618954523,0.9126984126984127,0.026060606060606045,0.7760416666666666,0.06006275212909009,0.6203271965226766,0.4316546762589929,0.5,0.5384615384615387,1.0,0.9285714285714286,0.1777777777777778,-0.1093939088342073,-0.25238560722431685,-0.0634920634920636,-0.8727705627705632,-0.05208333333333337,-0.9120412124912846,0.11925830486144395,-0.5035971223021579,-0.37037037037037057,-0.3076923076923077,0.0,-0.0714285714285714
AUS,LTU,ISCED 5/6/7/8,Male,37.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Lithuania,1.0,0.7199727712787415,0.35167341618954523,0.9126984126984127,0.026060606060606045,0.7760416666666666,0.06006275212909009,0.6203271965226766,0.4316546762589929,0.5,0.5384615384615387,1.0,0.9285714285714286,0.1777777777777778,-0.1093939088342073,-0.25238560722431685,-0.0634920634920636,-0.8727705627705632,-0.05208333333333337,-0.9120412124912846,0.11925830486144395,-0.5035971223021579,-0.37037037037037057,-0.3076923076923077,0.0,-0.0714285714285714
AUS,LUX,ISCED 5/6/7/8,Female,419.0,Australia,0.8222222222222222,0.8293666801129488,0.6040590234138621,0.9761904761904763,0.8988311688311692,0.828125,0.9721039646203746,0.5010688916612327,0.9352517985611508,0.8703703703703706,0.8461538461538464,1.0,1.0,Luxembourg,0.7388888888888888,0.7347720855183544,0.7184517990969604,1.0,0.7698917748917751,0.8072916666666667,0.9991035410129989,0.8811924485413236,0.7194244604316546,0.6604938271604935,0.8461538461538464,1.0,1.0,-0.08333333333333337,-0.0945945945945944,0.11439277568309836,0.023809523809523725,-0.12893939393939413,-0.02083333333333326,0.02699957639262429,0.3801235568800909,-0.21582733812949617,-0.20987654320987703,0.0,0.0,0.0
